文件标题,时间,来源,文件编号,宗地编号,编号,地块位置,土地位置,土地面积(亩),土地面积(平方米),土地用途,成交价(万元),竞得人,公示期,联系单位,单位地址,邮政编码,联系电话,爬取地址url,唯一标识,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告2019年14号,2019-12-13,晋中市规划和自然资源局,晋中自然结字[2019]14号,,JZGT2019T39,,晋中市龙城大街区域第二组团龙城大街东延南侧、规划纵三路东侧,,38062.96,商业用地,20039,山西通建房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191213_142372.shtml,8ee00c3b305a105dc894d38bf31d0bc3,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告2019年14号,2019-12-13,晋中市规划和自然资源局,晋中自然结字[2019]14号,,JZGT2019T34,,晋中市龙城大街区域第二组团规划南三路南侧、规划纵三路东侧,,83507.16,城镇单一住宅用地,42615,山西通建房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191213_142372.shtml,8ee00c3b305a105dc894d38bf31d0bc3,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告2019年14号,2019-12-13,晋中市规划和自然资源局,晋中自然结字[2019]14号,,JZGT2019T33,,晋中市龙城大街区域第二组团龙城大街东延南侧、规划纵四路西侧,,32786.98,城镇单一住宅用地,16770,山西通建房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191213_142372.shtml,8ee00c3b305a105dc894d38bf31d0bc3,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告2019年13-1号,2019-12-13,晋中市规划和自然资源局,晋中自然结字[2019]13-1号,,JZGT2019T19,,蕴华街北侧、九中便民市场东侧,,12070.85,商业、住宅用地,,流拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191213_142373.shtml,cf37cde606763232a8865106a542ff0b,
晋中市国土资源局开发区土地分局国有建设用地使用权挂牌出让成交公示2019年21号,2019-12-16,晋中市规划和自然资源局,晋开示字（2019）21号,GK2019-26,,示范区晋中开发区新能源汽车园区文华东街南侧、兴源路西侧,,114.0392,,工业,4167,山西斯纳德智为应急电源专用车制造有限公司,2019年12月16日 至 2019年12月21日,晋中市国土资源局开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191216_143139.shtml,861479bbc404e927f885c0ed91491a16,
晋中市国土资源局开发区土地分局国有建设用地使用权挂牌出让成交公示2019年21号,2019-12-16,晋中市规划和自然资源局,晋开示字（2019）21号,GK2019-27,,示范区晋中开发区新能源汽车园区文华东街南侧、兴源路西侧,,50.0031,,工业,1827,山西斯纳德智奥环卫专用车制造有限公司,2019年12月16日 至 2019年12月21日,晋中市国土资源局开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191216_143139.shtml,861479bbc404e927f885c0ed91491a16,
晋中市国土资源局开发区土地分局国有建设用地使用权挂牌出让成交公示2019年21号,2019-12-16,晋中市规划和自然资源局,晋开示字（2019）21号,GK2019-28,,示范区晋中开发区新能源汽车园区文华东街南侧、兴源路西侧,,50.0043,,工业,1827,山西斯纳德智翔防汛专用车制造有限公司,2019年12月16日 至 2019年12月21日,晋中市国土资源局开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191216_143139.shtml,861479bbc404e927f885c0ed91491a16,
晋中市国土资源局开发区土地分局国有建设用地使用权挂牌出让结果公示（2019年22号）,2019-12-27,晋中市规划和自然资源局,晋开示字（2019）22号,GK2019-14,,潇河产业园区晋中起步区小牛线南侧、综合通道西侧,,281.6396,,工业,,流拍,2019年12月27日 至 2020年1月2日,晋中市国土资源局开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191227_146493.shtml,f0a9f3f67e0b4c8523ebc04d669fba3a,
晋中市国土资源局开发区土地分局国有建设用地使用权挂牌出让结果公示（2019年22号）,2019-12-27,晋中市规划和自然资源局,晋开示字（2019）22号,GK2019-15,,潇河产业园区晋中起步区小牛线南侧、综合通道西侧,,337.3194,,工业,,流拍,2019年12月27日 至 2020年1月2日,晋中市国土资源局开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201912/t20191227_146493.shtml,f0a9f3f67e0b4c8523ebc04d669fba3a,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告（2020年1号）,2020-02-27,晋中市规划和自然资源局,晋中自然结字[2020]01号,,ZJGT2020T01,,环城西路西侧、榆次工业园区8号路南侧、寇村现村庄北侧,,3456.52,商业、住宅用地,,流 拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/202002/t20200227_160162.shtml,f2e5106c85e7fcbda4ccc47ed3d78b41,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告（2020年1号）,2020-02-27,晋中市规划和自然资源局,晋中自然结字[2020]01号,,JZGT2020T07,,东至规划路；南、北、西至事和同房地产开发有限公司,,724.77,商业、住宅用地,368,山西事和同房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/202002/t20200227_160162.shtml,f2e5106c85e7fcbda4ccc47ed3d78b41,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告（2020年1号）,2020-02-27,晋中市规划和自然资源局,晋中自然结字[2020]01号,,JZGT2020T05,,修文镇郝村南,,2961.03,工业用地,228,晋中市万晟供热有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/202002/t20200227_160162.shtml,f2e5106c85e7fcbda4ccc47ed3d78b41,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告（2020年1号）,2020-02-27,晋中市规划和自然资源局,晋中自然结字[2020]01号,,JZGT2020T04,,环城西路西侧、榆次工业园区8号路南侧、寇村现村庄北侧,,12600.61,商业、住宅用地,,流 拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/202002/t20200227_160162.shtml,f2e5106c85e7fcbda4ccc47ed3d78b41,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告（2020年1号）,2020-02-27,晋中市规划和自然资源局,晋中自然结字[2020]01号,,JZGT2020T03,,环城西路西侧、榆次工业园区8号路南侧、寇村现村庄北侧,,19.91,商业、住宅用地,,流 拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/202002/t20200227_160162.shtml,f2e5106c85e7fcbda4ccc47ed3d78b41,
晋中市规划和自然资源局国有建设用地使用权挂牌出让结果公告（2020年1号）,2020-02-27,晋中市规划和自然资源局,晋中自然结字[2020]01号,,JZGT2020T02,,环城西路西侧、榆次工业园区8号路南侧、寇村现村庄北侧,,3419.58,商业、住宅用地,,流 拍,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/202002/t20200227_160162.shtml,f2e5106c85e7fcbda4ccc47ed3d78b41,
