文件标题,信息时间,土地位置,用途,土地面积(m),总计容建筑面积(m2),最大建筑密度,绿地率,出让价款起始价(万元),投标竞买保证金(万元),编号,产业类别,可建面积(m2)或容积率,投资强度(万元/公顷),产出要求(万元/公顷),备注,获取出让文件时间,获取出让文件地点,报名时间,报名地点,保证金截止时间,确认竞买资格时间,联系地址,联系电话,联系人,爬取时间,爬取地址url,唯一标识
两江新区水土组团A分区A20/02号宗地 (公告序号：G20001)公开出让公告,2020/1/1,|两江新区水土组团A分区A20/02号宗地,|一类工业用地,,,,,,,,|新一代信息技术产业,,,,1、土地面积以实测为准。2、该宗地以网上交易方式出让。3、环保要求详见《重庆市环境保护局两江新区分局关于两江新区鱼嘴组团F11-1/03号地块等4宗建设用地环保意见的函》（渝环两江函〔2018〕315号）。,2020年1月1日12：00至2020年1月21日12：00,http://os.ezca.org:8001/easyca/netpay/,2020年1月1日12：00至2020年1月21日12：00,,2020年1月21日12：00,2020年1月21日12：00,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,王先生,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200101/f9db5029-e6cc-4257-bb66-f7e7eaeeca19.html,6eb9eea39b4d7074dbf07d6b0c5de6c6
北碚区蔡家组团R标准分区R26-3/04、R27-2-1/04、R27-2-4/04号宗地(公告序号：20001)公开出让公告,2020/1/1,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200101/68e5b70b-dd0e-4b5b-a18d-19ab4a39a036.html,d78b818b7c8805deb38e8c0acee621c5
两江新区悦来组团D分区D35-3、D36-5、D39-4、D34-2、D35-4号宗地(公告序号：20003)公开出让公告,2020/1/1,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200107/3b83cf1c-aa34-4006-82c4-382faebd4f80.html,6fc6b5f17a960ff787c082589ce81e59
巫山县规划和自然资源局WS2019-24号国有土地使用权公开出让公告,2020/1/2,|                  巫山县骡坪镇楚阳园区                         ,,|28575.695平方米,,,,,,|                  WS2019-24号                 ,,,|                  万元/公顷                 ,,|                  该地块出让起始价为515万元，用地性质为一类工业用地（RB），具体规划指标及其他要求详见土地出让文件。                                                                    ,2020年01月02日至2020年01月21日,,2020年01月21日至2020年01月21日,,2020年01月21日12时00分 ,2020年01月21日12时00分 ,巫山县公共资源交易中心 巫山县规划和自然资源局,023-57623011 023-57691867,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200214/c8f07069-20d0-4625-b743-b4bcec165e94.html,852b6ebeba74484bf04d78c3c086c8e8
江津区鼎山街道高牙片区A1-8/02号-01地块国有建设用地使用权公开出让公告,2020/1/3,,|二类居住用地,,,,,,|200,,,,,,,,,,,,,江津区鼎山街道柳林街268号幸福星城|江津区几江街道水木年华步行街津华大厦二楼,023-47696237| 023-47217310,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200123/96081e1c-459c-4b79-b159-9e337fce995a.html,fbe099644aed868ad3aed109c6eeb04b
重庆市开州区国有建设用地使用权出让公告,2020/1/6,,,,,,,,,,,,,,,,,,,2020年2月3日15时30分,2020年2月3日15时30分,,,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200306/3839e054-d68c-4774-8191-ba19c63bce13.html,a562ea57c67047bb2178e4e34560a135
重庆市大足区规划和自然资源局国有土地使用权公开公告出让公告(双桥经开规资告字[2020]1号),2020/1/8,|                                   ,|工业用地,|66667.59平方米,,,,,,|                                    SQ1904                                   ,,,|                                    万元/公顷                                   ,,|                                    其他需要说明的宗地情况：1、以上宗地土地用途为M2（二类工业用地），出让年限为工业50年。2、该宗土地出让总价款为1120万元。3、竞得人在5个工作日内签订《成交确认书》，在签订《成交确认书》次日起30日内付清全部土地价款。未按期缴纳的，经出让人催交后10日内仍不能支付国有建设用地使用权出让价款的，出让人有权撤销交易结果，终止供地，并追究竞得人的违约责任，不退还定金。竞得人应在缴清剩余土地价款后10个工作日内持本《成交确认书》到重庆市大足区规划和自然资源局签订《国有建设用地使用权出让合同》。不按期签订《国有建设用地使用权出让合同》的，视为竞得人放弃竞得资格，竞得人应承担相应法律责任。4、出让价款中不含土地交易契税、征地拆迁补偿政策调整调增等费用。5、出让公告同时在中国土地市场网、重庆市大足区公共资源综合交易网（http://ggzyjy.dazu.gov.cn/lbv3/index.aspx）、双桥经开区公共资源交易网站(http://www.023sqjy.com/LBv3/index.aspx)发布。                                          ,2020年01月08日至2020年01月31日,重庆市大足区公共资源综合交易服务中心双桥分中心,2020年01月08日至2020年01月31日,,2020年01月31日17时00分前,2020年01月31日17时00分前,,,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200122/f3bb5e6f-b80a-4d24-b1f1-df8d82bc2091.html,b42bab7db2c04150c039077c0e8a8141
永川区凤凰湖工业园区L-11-2/02国有建设用地使用权出让公告,2020/1/8,,,,,,,,,,,,,,,,,,,,,,,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200424/f445dbef-b137-4c9c-9218-f31ffde9d264.html,d14862d14fb71c4007181ff1b1105605
重庆市大足区规划和自然资源局国有土地使用权公开公告出让公告(双桥经开规资告字[2020]2号),2020/1/10,|                                                     ,|工业用地,|4437.16平方米,,,,,,|                                                      SQ1905                                                     ,,,|                                                      万元/公顷                                                     ,,|                                                      其他需要说明的宗地情况：1、以上宗地土地用途为M2（二类工业用地），出让年限为工业50年。2、该宗土地出让总价款为74.48万元。3、竞得人在5个工作日内签订《成交确认书》，在签订《成交确认书》次日起30日内付清全部土地价款。未按期缴纳的，经出让人催交后10日内仍不能支付国有建设用地使用权出让价款的，出让人有权撤销交易结果，终止供地，并追究竞得人的违约责任，不退还定金。竞得人应在缴清剩余土地价款后10个工作日内持本《成交确认书》到重庆市大足区规划和自然资源局签订《国有建设用地使用权出让合同》。不按期签订《国有建设用地使用权出让合同》的，视为竞得人放弃竞得资格，竞得人应承担相应法律责任。4、出让价款中不含土地交易契税、征地拆迁补偿政策调整调增等费用。5、出让公告同时在中国土地市场网、重庆市大足区公共资源综合交易网（http://ggzyjy.dazu.gov.cn/lbv3/index.aspx）、双桥经开区公共资源交易网站(http://www.023sqjy.com/LBv3/index.aspx)发布。                                                                        ,2020年01月10日至2020年01月31日,重庆市大足区公共资源综合交易服务中心双桥分中心,2020年01月10日至2020年01月31日,,2020年01月31日17时00分前,2020年01月31日17时00分前,,,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200122/ef9e7502-2f30-400d-9826-7f36db22e47e.html,ebd0d295cbe7c7007a45faaca2900d2f
足集土告字〔2019〕32号宗地编号ZJ04-1944,2020/1/13,|                                    大足区中敖镇观寺村2组                                                       ,|商服用地,,,,,,,|                                    ZJ04-1944                                   ,,,,,,2020年1月13日至2020年1月22日,重庆市大足区公共资源综合交易服务中心,,,2020年1月22日17时00分,2020年1月22日17时00分,重庆市大足区公共资源综合交易服务中心 ,,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200203/b65aca33-e127-4ac7-bec3-aaa09e3cdb5e.html,75b7b69e360959895a01c3fec1578ce2
足集土告字〔2019〕39号宗地编号ZJ01-1914号宗地出让,2020/1/13,|                                    大足区龙岗街道明星社区3组                                                       ,|商服用地,,,,,,,|                                    ZJ01-1914                                   ,,,,,,2020年1月13日至2020年1月22日,重庆市大足区公共资源综合交易服务中心,,,2020年1月22日17时00分,2020年1月22日17时00分,重庆市大足区公共资源综合交易服务中心 ,,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200203/8f7a5416-42ad-4df8-81c1-79c0323ba324.html,2a854539786dfdc48c0bd1a2d7496c02
两江新区水土组团B31-1/01号（部分）宗地(公告序号：20005)公开出让公告,2020/1/15,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200115/f3c5be3d-e06f-4dd7-a4ac-1b3c199bc6b7.html,b992c8147d1cef5788c4521a2076fdd4
两江新区复兴镇思源村（部分）宗地(公告序号：20006)公开出让公告,2020/1/15,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200115/530f5ff1-81ba-474f-9847-a62b6aa773de.html,280ff45dcd3fc32a03c8a7e18cf04912
国有建设用地使用权（LP-1-227号）挂牌出让公告,2020/1/15,,,,,,,,,|LP-1-227号,,,,,,,,,,,,,,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200306/d07cfe0a-c484-46be-b271-3a3c532cbf15.html,0e7ab0ef70e37a79a3895be7195408ed
北碚区北碚组团B分区B13-3-1/03号宗地(公告序号：20004)公开出让公告,2020/1/15,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200115/cccc9c0a-264e-4838-95f1-dc825d3f3ccb.html,f2d8c3d6ddd37ff9a0e08b4c0f0ebca4
两江新区龙兴组团C分区C66-1-2号宗地(公告序号：G20002)公开出让公告,2020/1/15,|两江新区龙兴组团C分区C66-1-2号宗地,|一类工业用地（标准厂房）,,,,,,,,|/,,,,1、土地面积以实测为准。2、该宗地以网上交易方式出让。3、环保要求详见《重庆市生态环境局两江新区分局关于两江新区龙兴组团C66-1号宗地建设用地环保意见的函》（渝环两江函〔2019〕242号）。,2020年1月15日12：00至2020年2月4日12：00,http://os.ezca.org:8001/easyca/netpay/,2020年1月15日12：00至2020年2月4日12：00,,2020年2月4日12：00,2020年2月4日12：00,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,王先生,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200115/c0032d10-c624-4c6e-823b-2149ca2cf6e6.html,eb9de008985a2fc630c3c4263142652a
九龙坡区西永组团O分区O17-7/03、E分区E03-5-1-2/04、E03-5-2/04号宗地(公告序号：20008)公开出让公告,2020/1/16,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200116/0a659754-7067-43b5-a823-2e057bb45c50.html,b97d3b7da15d087b235dd088c2286fd8
大渡口区大渡口组团N分区N45-02-1号宗地(公告序号：G20003)公开出让公告,2020/1/16,|大渡口区大渡口组团N分区N45-02-1号宗地,|一类工业用地,,,,,,,,|非金属矿物制品业,,,,1、土地面积以实测为准。2、该宗地以网上交易方式出让。3、环保要求详见《重庆市大渡口区生态环境局关于大渡口区N45-02-1地块工业用地进行出让公示相关条件的复函》（渡环函〔2019〕224号）,2020年1月16日12：00至2020年2月5日12：00,http://os.ezca.org:8001/easyca/netpay/,2020年1月16日12：00至2020年2月5日12：00,,2020年2月5日12：00,2020年2月5日12：00,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,王先生,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200116/0740c815-29bd-483b-8635-fd31ade33669.html,e5d722d6d58c0c85cbb4fc1bbd0cca74
九龙坡区西永组团O分区O17-4/03、E分区E03-5-1-1/04号宗地(公告序号：20007)公开出让公告,2020/1/16,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200116/c4f5285a-a0b4-4348-85eb-ef3ea28b2f40.html,ae43ffffec343960488ff418cfaa5b5f
忠县乌杨镇控制性详细规划A5-1/02部分地块,2020/1/17,|                  忠县乌杨街道                         ,|工业用地,|169949.37平方米,,,,,,|                  zx2020-3-1-2                 ,,,|                  /                 ,,,2020年1月17日至 2020年2月7日,, 2020 年2月7日至 2020年2月7日,,,,忠县规划和自然资源局,2354235389,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200225/42a0223d-3f0b-4f09-82f7-efc33359f29b.html,f8b89758e8d45d753af53e22117f1fa9
九龙坡区中梁山组团G分区G14-5-1/06、G16/06号宗地(公告序号：19163)公开出让公告,2019/12/11,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191211/a39310ae-16de-4d50-94b9-edbb2404dc36.html,bb090371ddf35a64dbe68e610ec543b2
两江新区鱼嘴组团J分区J01-7-1号宗地(公告序号：G19074)公开出让公告,2019/12/11,|两江新区鱼嘴组团J分区J01-7-1号宗地,|一类物流仓储用地,,,,,,,,|/,,,,1、土地面积以实测为准。2、该宗地以网上交易方式出让。3、环保要求详见《重庆市生态环境局两江新区分局关于两江新区鱼嘴组团J01-7-1号地块等5宗建设用地环保意见的函》（渝环两江函〔2019〕264号）。,2019年12月11日12：00至2019年12月31日12：00,http://os.ezca.org:8001/easyca/netpay/,2019年12月11日12：00至2019年12月31日12：00,,2019年12月31日12：00,2019年12月31日12：00,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,王先生,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191211/f8bb6ad7-0134-4446-aaeb-4c11409b58ac.html,7c9d998f531e2238b2786e3b12df09ac
重庆重庆市南川区公共资源综合交易中心 国有建设用地使用权挂牌出让公告 南川交易（土地）告字[2019]16号,2019/12/5,,,,,,,,,|NC2019让-4-5-1|NC2019让-4-5-2|NC2019让-4-3-10|NC2019让-4-3-11|NC2019让-4-3-12|NC2019让-4-3-13|NC2019让-3-1-1,,,,,,,,,,,,,,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200120/ddeb44f9-2a63-4546-8e92-97f56a64f49c.html,3c5c09f227d53515867dad6762fabd80
重庆市大足区规划和自然资源局国有土地使用权公开公告出让公告 (双桥经开规资告字[2019]5号),2019/12/5,|                  双桥经开区中央商务区S3-B1-1-1号地块                         ,,|15427.15平方米,,,,,,|                  SQ1911                 ,,,|                  万元/公顷                 ,,|                  其他需要说明的宗地情况：1、该宗地土地用途为R2B1（住商用地）出让年限为居住70年、商业40年。2、该宗土地出让总价款为2499.1858万元。3、竞得人在5个工作日内签订《成交确认书》，在签订《成交确认书》次日起30日内付清全部土地价款。未按期缴纳的，经出让人催交后10日内仍不能支付国有建设用地使用权出让价款的，出让人有权撤销交易结果，终止供地，并追究竞得人的违约责任，不退还定金。竞得人应在缴清剩余土地价款后10个工作日内持本《成交确认书》到重庆市大足区规划和自然资源局签订《国有建设用地使用权出让合同》。不按期签订《国有建设用地使用权出让合同》的，视为竞得人放弃竞得资格，竞得人应承担相应法律责任。4、出让价款中不含土地交易契税、征地拆迁补偿政策调整调增等费用。5、其它规划条件详见《建设用地规划条件》（2019年015号）。6、出让公告同时在中国土地市场网、重庆市大足区公共资源综合交易服务中心信息网（网址：http://www.cqdzjyzx.cn）、双桥经开区公共资源交易网站（http://www.023sqjy.com/）发布。            ,2019年12月05日至2019年12月24日,重庆市大足区公共资源综合交易服务中心双桥分中心,2019年12月05日至2019年12月24日,,2019年12月24日17时00分,2019年12月24日17时00分,,,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200103/c2dc7dae-bc90-4ab0-9c8e-dc3e8ef8099e.html,0a11112306c806a77c25b99e7cae169d
奉节县国有建设用地使用权公开出让公告,2019/12/3,|                  吐祥镇禹王宫居委会                         ,|城镇住宅用地,|12825平方米,,,,,,|                  FJ-19-12                 ,,,|                  万元/公顷                 ,,, 2019年12月3日至 2019年12月23日12时00分前 ,, 2019年12月3日 至 2019年12月23日12时00分前 ,,2019年12月23日12时00分,2019年12月23日12时00分,奉节县公共资源交易中心,交易中心023-56683395 县规划和自然资源局023-56551210,,2020/4/28 14:05,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191204/08779d6f-1624-47fc-9563-54654fe16bbf.html,40d84d05d42b178809e610fd11f08543
