administration,parcelLocation,totalArea,landPurpose,signTime,projectName,projectLocation,area,landSource,supplyType,landUsegeTerm,classification,landLevel,transferPrice,issue,paymentDate,paymentAmount,remark,landHolder,plotRatioUP,plotRatioLOWER,agreedDeliveryTime,agreedStartTime,agreedCompletionTime,actualStartTime,actualCompletionTime,approvedUnit,contractTime,crawlingTime,url,md5Mark,
斗门区,斗门区斗门镇中心小学用地南侧,1.976253,科教用地,2016-05-09,斗门镇中心小学运动场改造工程,斗门区斗门镇中心小学用地南侧,1.976253,现有建设用地,划拨,,教育业,教育业土地级别：六级,,,,,,珠海市斗门区斗门镇中心小学,1,1,2016-01-25,2019-01-25,2021-01-25,2018-03-14,2018-12-27,珠海市人民政府,2016-05-09,2020-04-15 11:55:51,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922941023&__boxModel__=true&op=page_content&sessionID=65325&pn=1,5b08b6d42dc500a70f7ac8638917aab4,
梅州市本级,梅江区金山办福长村,7.77,其他普通商品住房用地,2015-12-23,梅州市粤嘉投建设有限公司竞得地块,梅江区金山办福长村,7.77,新增建设用地(来自存量库),拍卖出让,其他商服用地40年; 其他普通商品住房用地70,房地产业,房地产业土地级别：四级,16185,1|2|,2016-01-23|2016-02-23,8093|8092|,  ,梅州市粤嘉投资建设有限公司,1,2,2018-03-16,2019-03-16,2022-03-16,,,梅州市人民政府,2015-12-23,2020-04-15 11:55:52,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922941739&__boxModel__=true&op=page_content&sessionID=80385&pn=1,a2dbbcaba03582e61d83ad9637b0c3f3,
新会区,会城街道仁义村交椅山（土名）,0.6788,其他普通商品住房用地,2016-12-05,住宅楼、商铺,会城街道仁义村交椅山（土名）,0.6788,现有建设用地,协议出让,70,房地产业,房地产业土地级别：三级,2850.96,1|,2017-01-04,2850.96|, ,江门市新会区环市房地产开发有限公司,2,3,2017-01-04,2017-12-04,2019-12-04,2017-04-28,2019-11-19,江门市人民政府,2016-12-05,2020-04-15 11:55:52,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922942436&__boxModel__=true&op=page_content&sessionID=75443&pn=1,57368b8fa3f14019267a2eaf457d3e08,
大鹏新区,大鹏新区葵涌办事处坝光片区,2.325845,城镇村道路用地,2020-03-10,深圳国际生物谷坝光核心启动区海康路市政工程,大鹏新区葵涌办事处坝光片区,2.325845,新增建设用地(来自存量库),划拨,,中国共产党机关,中国共产党机关土地级别：五级,0,,,,,深圳市大鹏新区管委会,,,2020-03-10,2021-03-10,2023-03-10,,,新区管委会人民政府,2020-03-10,2020-04-15 11:55:55,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922944576&__boxModel__=true&op=page_content&sessionID=70391&pn=1,70e22188d9b19b0794be923367b96ade,
徐闻县,木兰大道第三安置区F4-2-F20-1,0.304177,城镇住宅用地,2019-03-01,建住宅,木兰大道第三安置区F4-2-F20-1,0.304177,新增建设用地,划拨,,房地产业,房地产业土地级别：十一级,0,,,,,徐闻县徐城街道何宅寮村英含埚经济合作社（上寮一队）,1,5,2019-03-01,2020-03-01,2022-03-01,,,徐闻县人民政府,2019-03-01,2020-04-15 11:55:55,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922945321&__boxModel__=true&op=page_content&sessionID=34651&pn=1,28be3274fafa2e9b80a4252a6ae6bf8f,
梅州市本级,梅江区金山办福长村,2.7397,其他普通商品住房用地,2015-12-23,梅州市粤嘉投建设有限公司竞得地块,梅江区金山办福长村,2.7397,新增建设用地(来自存量库),拍卖出让,其他普通商品住房用地70年; 其他商服用地40,房地产业,房地产业土地级别：四级,7179,1|2|,2016-01-23|2016-02-23,3590|3589|,  ,梅州市粤嘉投资建设有限公司,1,3.5,2018-03-16,2019-03-16,2022-03-16,,,梅州市人民政府,2015-12-23,2020-04-15 11:55:58,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922947685&__boxModel__=true&op=page_content&sessionID=86990&pn=1,5b4d7bbc07df8bc26b93f9e3eaf6f199,
阳西县,阳西县沙扒镇海仔湖-01B地块,7.3499,公共设施用地,2018-12-25,道路广场,阳西县沙扒镇海仔湖-01B地块,7.3499,新增建设用地,划拨,,国家机构,国家机构土地级别：三级,,,,,,阳西县沙扒镇人民政府,,,2019-01-24,2020-01-23,2023-01-22,2019-01-23,,阳西县人民政府,2018-12-25,2020-04-15 11:55:58,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922948243&__boxModel__=true&op=page_content&sessionID=44802&pn=1,134df4ac18b96a65634db2a4532fec50,
惠东县,大岭镇茗教村青河小组大坑山地段,0.333304,其他普通商品住房用地,2017-12-13,大岭镇茗教村青河经济合作社村民留用地,大岭镇茗教村青河小组大坑山地段,0.333304,新增建设用地(来自存量库),划拨,,基层群众自治组织,基层群众自治组织土地级别：二级,,,,,,大岭镇茗教村青河经济合作社,1,2,2018-11-13,2019-11-13,2022-11-13,,,惠东县人民政府,2017-12-13,2020-04-15 11:55:59,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922948842&__boxModel__=true&op=page_content&sessionID=32093&pn=1,6173714719b3247192a738f2c5bdfac1,
南澳县,南澳县云澳镇金交椅东侧,3.1634,其他商服用地,2011-04-18,汕头市林盛房地产有限公司,南澳县云澳镇金交椅东侧,3.1634,现有建设用地,拍卖出让,40,房地产业,房地产业土地级别：十级,6368,1|,2011-04-28,6368|, ,汕头市林盛房地产有限公司,0,1,2011-06-30,2017-12-28,2020-12-27,,,南澳县人民政府,2011-04-18,2020-04-15 11:56:00,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922949292&__boxModel__=true&op=page_content&sessionID=32145&pn=1,fed19e4153825890d300c7c0d99a88d1,
仁化县,仁化县丹霞街道黄屋村A地块,0.15386,其他商服用地,2018-12-20,仁化县丹霞街道黄屋村A地块,仁化县丹霞街道黄屋村A地块,0.15386,新增建设用地,挂牌出让,40,其他服务业,其他服务业土地级别：一级,77.7,1|,2019-01-19,77.7|, ,仁化县华富来文化旅游有限公司,1,1.2,2019-01-20,2020-01-20,2022-01-20,,,仁化县人民政府,2018-12-20,2020-04-15 11:56:01,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922949810&__boxModel__=true&op=page_content&sessionID=26882&pn=1,e9e6d993fa869ae367f63f30803437a8,
阳春市,阳春市春湾镇海螺农民生活安置区6-1区,1.5587,其他普通商品住房用地,2017-12-13,春湾镇幸福村生活安置用地,阳春市春湾镇海螺农民生活安置区6-1区,1.5587,新增建设用地,划拨,,房地产业,房地产业土地级别：三级,,,,,,阳春市春湾镇幸福村民委员会,1,,2017-12-13,2018-12-13,2021-12-13,2018-01-13,,阳春市人民政府,2017-12-13,2020-04-15 11:56:03,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922953351&__boxModel__=true&op=page_content&sessionID=76652&pn=1,65f957b55cd442cfbebe25da31899234,
增城市,广州市增城区永宁街陂头村,11.019136,工业用地,2018-05-16,工业用地,广州市增城区永宁街陂头村,11.019136,新增建设用地,划拨,,基层群众自治组织,基层群众自治组织土地级别：三级,0,,,,,广州市增城区永宁街陂头村经济联合社,,3,2018-06-15,2020-11-11,2022-11-11,,,广州市增城区人民政府,2018-05-16,2020-04-15 11:56:04,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922954014&__boxModel__=true&op=page_content&sessionID=497&pn=1,3e9eccba0c247d6f1501925f16b0c99f,
揭东县,中德金属生态城横一路以北、珠江大道以西,0.06563,工业用地,2019-10-09,中德金属生态城的国有建设用地使用权协议出让,中德金属生态城横一路以北、珠江大道以西,0.06563,新增建设用地,协议出让,48,金属制品业,金属制品业土地级别：一级,38.07,1|,2019-11-08,38.07|, ,揭阳市鹰之印精密工具有限公司,0.7,2,2019-12-09,2020-12-09,2022-12-09,,,揭东区人民政府,2019-10-09,2020-04-15 11:56:05,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922954465&__boxModel__=true&op=page_content&sessionID=50871&pn=1,3299f5e42269b53836979a2d8006b802,
郁南县,都城镇九星大道两旁,11.8503,公路用地,2017-12-15,都城镇九星大道道路设施用地,都城镇九星大道两旁,11.8503,新增建设用地,划拨,,道路运输业,道路运输业土地级别：一级,,,,,,郁南县城市管理局,,1,2017-12-15,2018-12-15,2021-12-15,2018-10-29,,郁南县人民政府,2017-12-15,2020-04-15 11:56:06,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922956537&__boxModel__=true&op=page_content&sessionID=29241&pn=1,3ffa4f1c238f0a8205baa56e5509d1cf,
顺德区,均安镇南沙居委会南隆路西一街42号,0.008023,其他普通商品住房用地,2017-12-15,（均安）个人住宅用地,均安镇南沙居委会南隆路西一街42号,0.008023,现有建设用地,协议出让,70,房地产业,房地产业土地级别：五级,1.3188,1|,2018-01-14,1.3188|, ,麦建峰,,,,,,,,顺德区人民政府,2017-12-15,2020-04-15 11:56:07,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922957136&__boxModel__=true&op=page_content&sessionID=37427&pn=1,16a46ba4537da6522c0bf8a4c0d24d66,
云安县,云安县南盛镇料洞村委塘角洞地段,5.045734,其他普通商品住房用地,2014-11-11,云浮市祥盛实业发展有限公司,云安县南盛镇料洞村委塘角洞地段,5.045734,新增建设用地,挂牌出让,70,房地产业,房地产业土地级别：十一级,2270.58,1|2|,2014-11-24|2014-12-25,1200|1070.58|,  ,云浮市祥盛实业发展有限公司,1,3.5,2020-05-10,2020-11-10,2023-05-10,,,云安县人民政府,2014-11-11,2020-04-15 11:56:08,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922957577&__boxModel__=true&op=page_content&sessionID=38304&pn=1,c2c90e8e3d65125a44934f86aff26322,
深圳市本级,深圳市南山区,4.027181,中低价位、中小套型普通商品住房用地,2014-11-14,深圳华侨城房地产有限公司,深圳市南山区,4.027181,现有建设用地,协议出让,70,房地产业,房地产业土地级别：三级,7634.4932,1|,2014-11-14,7634.4932|, ,深圳华侨城房地产有限公司,1,4.56,2015-11-22,2016-10-22,2019-10-22,2017-05-10,,,2014-11-14,2020-04-15 11:56:11,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922961338&__boxModel__=true&op=page_content&sessionID=97889&pn=1,40299843d8e1cc7dca87e55c4125e852,
云安县,云浮市云安区六都镇冬城村委天塘坪,1.389905,工业用地,2017-10-24,肇庆市虹泰消防材料有限公司云浮分公司,云浮市云安区六都镇冬城村委天塘坪,1.389905,新增建设用地,挂牌出让,50,建筑安装业,建筑安装业土地级别：十一级,479.5172,1|,2017-11-23,479.5172|, ,肇庆市虹泰消防材料有限公司云浮分公司,0.8,,2018-04-23,2018-04-23,2020-04-22,2019-07-15,,云浮市人民政府,2017-10-24,2020-04-15 11:56:12,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922962057&__boxModel__=true&op=page_content&sessionID=55301&pn=1,6a4578617df399ef2ae436d44083568e,
南雄市,南雄市珠玑镇三叉路口金友集团北面地块-JY-02-01号用地,1.705908,工业用地,2018-12-29,南雄新供销天润现代农业发展有限公司,南雄市珠玑镇三叉路口金友集团北面地块-JY-02-01号用地,1.705908,新增建设用地,挂牌出让,50,农副食品加工业,农副食品加工业土地级别：未评估地区,217,1|,2019-01-28,217|, ,南雄新供销天润现代农业发展有限公司,1,2,2019-02-27,2020-02-27,2023-02-27,,,南雄市人民政府,2018-12-29,2020-04-15 11:56:13,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922962460&__boxModel__=true&op=page_content&sessionID=3466&pn=1,2cfc38ab8a292009b9c17ebb573fe569,
韶关市本级,韶关市浈江区东环线东侧02,0.6654,其他商服用地,2014-11-18,浈江区东环线东侧地块,韶关市浈江区东环线东侧02,0.6654,现有建设用地,挂牌出让,40,房地产业,房地产业土地级别：三级,499,1|,2014-12-18,499|, ,韶关市新雪域农产品有限公司,1,1.7,2015-01-05,2019-02-27,2020-02-26,,,韶关市人民政府,2014-11-18,2020-04-15 11:56:13,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922963168&__boxModel__=true&op=page_content&sessionID=62744&pn=1,dcfad6e7ad4e5369c6eb234211b5de3d,
五华县,五华县经济开发区三坑路,0.379538,工业用地,2015-09-23,广东创盛工贸有限公司,五华县经济开发区三坑路,0.379538,新增建设用地,拍卖出让,50,塑料制品业,塑料制品业土地级别：十二级,48.57,1|,2015-09-23,48.57|, ,广东创盛工贸有限公司,,1.5,2015-12-23,2016-12-23,2019-12-23,2016-12-23,2020-01-15,五华县人民政府,2015-09-23,2020-04-15 11:56:15,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922965622&__boxModel__=true&op=page_content&sessionID=65646&pn=1,5de495e2f88affea351ea30f370441e8,
徐闻县,徐闻大道第四区B7至B8号,0.015,其他普通商品住房用地,2014-11-18,住宅用地,徐闻大道第四区B7至B8号,0.015,新增建设用地,划拨,,房地产业,房地产业土地级别：十一级,0,,,,,叶美求,1,6,2019-02-18,2020-02-17,2022-02-17,,,徐闻县人民政府,2014-11-18,2020-04-15 11:56:16,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922966365&__boxModel__=true&op=page_content&sessionID=80440&pn=1,2213cb0acb14e94d99c625cb153e1986,
高明区,佛山市高明区杨和镇杨西大道以东、三和路以北,4.335396,其他普通商品住房用地,2017-10-25,佛山市高明区龙光房地产有限公司,佛山市高明区杨和镇杨西大道以东、三和路以北,4.335396,新增建设用地,挂牌出让,70,房地产业,房地产业土地级别：四级,46112,1|2|,2017-11-13|2018-01-13,23056|23056|,23056| ,深圳市龙光房地产有限公司,1,3,2018-01-13,2019-01-13,2022-01-13,2018-05-14,,佛山市人民政府,2017-10-25,2020-04-15 11:56:18,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922968693&__boxModel__=true&op=page_content&sessionID=37410&pn=1,d926e4cb2799450d74267d56d8654198,
惠东县,巽寮度假区巽寮村地段,4.1667,街巷用地,2017-12-28,巽寮滨海旅游度假区管委会街巷用地,巽寮度假区巽寮村地段,4.1667,新增建设用地,划拨,,国家机构,国家机构土地级别：二级,0,,,,,巽寮滨海旅游度假区管委会,,,2018-11-28,2019-11-28,2022-11-28,,,惠东县人民政府,2017-12-28,2020-04-15 11:56:19,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922969231&__boxModel__=true&op=page_content&sessionID=40938&pn=1,7e90a1be66edb14d44ddff0b5a9256de,
深圳市本级,龙岗区坂田街道,0.28,公共设施用地,2008-08-14,龙岗区坂田街道办基础设施地块1,龙岗区坂田街道,0.28,新增建设用地,协议出让,50,其他服务业,其他服务业土地级别：五级,0.0001,1|,2008-08-14,0.0001|, ,龙岗区坂田街道办基础设施地块2,0,0.18,2008-08-15,2016-08-13,2017-03-13,2016-08-13,,深圳市人民政府,2008-08-14,2020-04-15 11:56:19,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922969755&__boxModel__=true&op=page_content&sessionID=39925&pn=1,eef336a36d5091cabdb1624c93ed577d,
揭阳市本级,榕城区仙梅片区榕华大道东侧篮兜村地段,0.9149,其他普通商品住房用地,2016-11-14,铜锣厂“三旧”改造项目住宅用地,榕城区仙梅片区榕华大道东侧篮兜村地段,0.9149,现有建设用地,协议出让,70,房地产业,房地产业土地级别：一级,617.4202,1|,2016-11-14,617.4202|, ,揭阳市榕城区仙桥田东铜锣厂,3,4.2,2016-11-30,2017-11-30,2019-11-30,2019-04-10,,揭阳市人民政府,2016-11-14,2020-04-15 11:56:19,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922970509&__boxModel__=true&op=page_content&sessionID=14336&pn=1,440c4945650d318f7ebce25f7481b623,
兴宁市,兴城兴田二路朝阳巷21号,0.007298,城镇住宅用地,2020-03-30,划拨土地补办出让,兴城兴田二路朝阳巷21号,0.007298,现有建设用地,协议出让,70,房地产业,房地产业土地级别：四级,11.1203,1|,2020-04-14,11.1203|, ,罗育威,2.2,2.2,,,,,,兴宁市人民政府,2020-03-30,2020-04-15 11:56:20,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922971150&__boxModel__=true&op=page_content&sessionID=53916&pn=1,97d9b8c76836af3d77b79cff65082277,
徐闻县,徐闻大道第一区H10-1号,0.015,其他普通商品住房用地,2014-11-18,住宅用地,徐闻大道第一区H10-1号,0.015,新增建设用地,划拨,,房地产业,房地产业土地级别：十一级,0,,,,,杨禄英,1,6,2019-02-18,2020-02-17,2022-02-17,,,徐闻县人民政府,2014-11-18,2020-04-15 11:56:23,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922974110&__boxModel__=true&op=page_content&sessionID=69341&pn=1,a5c4f05a9e3f6fffa467e963f6b08fbd,
鹤山市,鹤山市鹤城镇工业三区,1.570155,工业用地,2019-11-14,鹤山市泰利诺电子有限公司,鹤山市鹤城镇工业三区,1.570155,新增建设用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,通讯设备、计算机及其他电子设备制造业土地级别：二级,671,1|,2020-01-13,671|, ,鹤山市泰利诺电子有限公司,1.2,,2019-11-14,2020-11-14,2021-11-14,,,鹤山市人民政府,2019-11-14,2020-04-15 11:56:23,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922974489&__boxModel__=true&op=page_content&sessionID=16844&pn=1,aeb1a35687587d65bb069501180f749a,
连州市,连州市连州镇榕峰巷18号,0.01,城镇住宅用地,2020-03-04,杨美娥,连州市连州镇榕峰巷18号,0.01,现有建设用地,协议出让,70,房地产业,房地产业土地级别：七级,11.34,1|,2020-03-11,11.34|, ,杨美娥,,,,,,,,连州市人民政府,2020-03-04,2020-04-15 11:56:24,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922975152&__boxModel__=true&op=page_content&sessionID=59194&pn=1,53a53c8d3a039e00f1f7bbbd61e1ba56,
从化市,从化市城郊街横江农场地段,4.8749,经济适用住房用地,2014-11-13,从化市横江公司拆迁安置区建设项目,从化市城郊街横江农场地段,4.8749,现有建设用地,划拨,,社会保障业,社会保障业土地级别：一级,0,,,,,广东从化经济开发区明珠工业园管理委员会,1,1.8,2014-11-13,2016-11-12,2019-11-11,2016-09-29,,从化市人民政府,2014-11-13,2020-04-15 11:56:26,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922976910&__boxModel__=true&op=page_content&sessionID=54827&pn=1,f3b3113478fef74cc017017655afcd18,
增城市,广州市增城区朱村街凤岗村,5.14981,其他普通商品住房用地,2018-05-17,广州润嘉置业有限公司,广州市增城区朱村街凤岗村,5.14981,现有建设用地,挂牌出让,70,房地产业,房地产业土地级别：一级,149100,1|2|,2018-06-16|2018-12-15,89460|59640|,其中包括定金51400 万元| ,广州润嘉置业有限公司,1,2.8,2018-08-15,2019-07-16,2021-07-16,2018-09-21,,增城区人民政府,2018-05-17,2020-04-15 11:56:27,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922977478&__boxModel__=true&op=page_content&sessionID=28982&pn=1,46cddd2950953b1cb502373b8dfbed6e,
肇庆市本级,肇庆高新区中心服务区经二十一路西面、创新大街南面地段,13.077999,其他普通商品住房用地,2017-12-16,肇庆市高新区恒裕通房地产开发有限公司,肇庆高新区中心服务区经二十一路西面、创新大街南面地段,13.077999,新增建设用地,拍卖出让,70,房地产业,房地产业土地级别：十级,99700,1|,2018-01-05,99700|, ,肇庆市高新区恒裕通房地产开发有限公司,1,3.2,2019-04-05,2020-04-05,2023-04-05,,,肇庆市人民政府,2017-12-16,2020-04-15 11:56:27,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922977993&__boxModel__=true&op=page_content&sessionID=12846&pn=1,07e74d522430fbf824591c4881eb8703,
阳春市,春城街道阳春大道北段情人河东侧D,3.50588,中低价位、中小套型普通商品住房用地,2015-12-23,春城情人河东侧D商住项目,春城街道阳春大道北段情人河东侧D,3.50588,新增建设用地,拍卖出让,70,房地产业,房地产业土地级别：二级,2503.2,1|,2016-01-22,2503.2|, ,阳春市国鼎房地产开发有限公司,1,2.5,2017-12-05,2018-12-05,2020-12-05,2019-12-24,,阳春市人民政府,2015-12-23,2020-04-15 11:56:31,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922980888&__boxModel__=true&op=page_content&sessionID=10692&pn=1,2299d4eb734e7d0f5759464d4b0bbedc,
清城区,清远市清城区东城街道莲塘村民委员会辖区内,11.178566,中低价位、中小套型普通商品住房用地,2013-03-22,清远市东凯投资置业有限公司,清远市清城区东城街道莲塘村民委员会辖区内,11.178566,新增建设用地,挂牌出让,70,房地产业,房地产业土地级别：八级,19200,1|2|,2013-03-29|2013-04-28,9600|9600|,包含竞买保证金在挂牌成交后转为定金抵作相应国有建设用地使用权出让价款| ,清远市东凯投资置业有限公司,1,2.5,2018-12-14,2019-12-14,2022-12-14,,,清远市人民政府,2013-03-22,2020-04-15 11:56:31,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586922981355&__boxModel__=true&op=page_content&sessionID=54265&pn=1,258300d781da3c7ed50434418d893c0b,
