文件标题,发布时间,文章来源,索引号,信息分类,发布机构,发文日期,文号,是否有效,信息名称,正文标题,宗地编号/地块编号,宗地总面积/挂牌面积(m2),土地坐落/宗地坐落,使用年限,岀让年限,容积率,建筑密度(%)/建筑密度,绿地率/|绿化率(%),建筑限高/建筑限高(米),土地用途明细/土地用途,投资强度,保证金(万元)/保证金,估价报告备案号,起始价/起始价(万元),加价幅度,挂牌开始时间,挂牌截止时间,获取出让文件时间,获取出让文件地点,报名时间,报名地点,保证金截止时间,确认竞买资格时间,联系地址,联系人,联系电话,开户单位,开户银行,银行帐号,爬取时间,爬取地址url,唯一标识,
2020年1月  大方县自然资源局国有土地使用权挂牌出让公告,2020年04月15日 08:48,贵州省自然资源厅,000014349/2020-1185297,土地出让转让公告,贵州省自然资源厅,2020年04月15日,无,是,2020年1月  大方县自然资源局国有土地使用权挂牌出让公告,大方县自然资源局国有土地使用权挂牌出让公告,,,,,,,,,,,,,,,,,,2020年01月06日 至 2020年01月30日 ,大方县土地矿权征收储备交易局 ,2020年01月22日 至 2020年01月30日 ,大方县土地矿权征收储备交易局 ,2020年01月30日15时00分,2020年01月30日16时00分 ,大方县土地矿权征收储备交易局,杨女士 熊女士,,大方县财政局预算外资金专户,中国邮政储蓄银行股份有限公司大方县支行,10020493489001000,2020-04-29 10:09:00,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/202004/t20200415_55981070.html,c6c31404dc13ced2e7d14e148df8fe8e,
2020年1月 赤水市自然资源局国有土地使用权挂牌出让公告,2020年04月15日 08:52,贵州省自然资源厅,000014349/2020-1185314,土地出让转让公告,贵州省自然资源厅,2020年04月15日,无,是,2020年1月 赤水市自然资源局国有土地使用权挂牌出让公告,赤水市自然资源局国有土地使用权挂牌出让公告,|2019-05,|25848平方米,|赤水市红军大道华融公馆西侧,,|70年,|大于1并且小于或等于3,|小于或等于40,|大于或等于30,,,|万元/公顷保证金：775.4万元估价报告备案号起始价：3877万元加价幅度：50万元挂牌开始时间：2020年02月03日09时00分挂牌截止时间：2020年02月12日16时00分二、 中华人民共和国境内外的法人、自然人和其他组织均可申请参加，申请人可以单独申请，也可以联合申请。申请人应具备的其他条件： 中华人民共和国境内外的法人、自然人和其他组织均可申请参加竞买（法律、法规及《挂牌出让文件》限制的除外；被列入贵州省遵义市中级人民法院2014年9月4日发布的《失信被执行人名单》之列的不得加本次挂牌活动），申请人可以单独申请，也可以联合申请。本期挂牌出让不接受电话、口头、电子邮件和邮寄报名三、 本次国有土地使用权挂牌出让按照价高者得原则确定竞得人。四、 本次挂牌出让的详细资料和具体要求，见挂牌出让文件。申请人可于 2020年01月14日 至 2020年02月10日 到 遵义电子招投标交易平台 获取 挂牌 出让文件。五、 申请人可于 2020年01月14日 至 2020年02月10日 到 遵义市公共资源交易中心国土资源部 向我局提交书面申请。交纳竞买保证金的截止时间为2020年02月10日16时00分。经审核，申请人按规定交纳竞买,|775.4万元,,|3877万元,|50万元,|2020年02月03日09时00分,|2020年02月12日16时00分,2020年01月14日 至 2020年02月10日 ,遵义电子招投标交易平台 ,2020年01月14日 至 2020年02月10日 ,遵义市公共资源交易中心国土资源部 ,2020年02月10日16时00分,2020年02月12日16时00分 ,遵义市新蒲新区播州大道100米遵义市政务服务中心大楼8层801室,国土资源交易部,0851-28766816、28766817        ,,,,2020-04-29 10:09:01,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/202004/t20200415_55981106.html,a68d1a351fca7ac12c7bf83875699678,
2020年1月 遵义市自然资源局国有土地使用权挂牌出让公告,2020年04月15日 08:55,贵州省自然资源厅,000014349/2020-1185323,土地出让转让公告,贵州省自然资源厅,2020年04月15日,无,是,2020年1月 遵义市自然资源局国有土地使用权挂牌出让公告,遵义市自然资源局国有土地使用权挂牌出让公告,|2019-汇-49,|100114平方米,|汇川大道与珠江东路交叉口东北侧,,|70年,|大于1并且小于或等于2,|小于或等于30,|大于或等于30,,,|万元/公顷,|8290万元,,|27632万元,|200万元,|2020年02月12日09时00分,,2020年01月23日 至 2020年02月19日 ,遵义市公共资源交易中心 ,2020年01月23日 至 2020年02月19日 ,遵义市公共资源交易中心 ,2020年02月19日16时00分,2020年02月19日16时00分 ,遵义市新蒲新区播州大道东100米遵义市政务服务中心大楼8层801室,,0851-28911995、28238550、28228580        ,,,,2020-04-29 10:09:02,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/202004/t20200415_55981130.html,0aa5c9b0c81759cbba3d907497a23c8b,
2020年2月 福泉市自然资源局国有土地使用权挂牌出让公告,2020年04月15日 08:56,贵州省自然资源厅,000014349/2020-1185338,土地出让转让公告,贵州省自然资源厅,2020年04月15日,无,是,2020年2月 福泉市自然资源局国有土地使用权挂牌出让公告,福泉市自然资源局国有土地使用权挂牌出让公告,|（2019）30,|56604平方米,|福泉市金山街道办事处金鸡山路北侧河滨路东侧,,|40年,|小于或等于1.1,|小于或等于40,|大于或等于5,,,|万元/公顷,|2689万元,,|5377.38万元,|28.302万元,|2020年02月26日09时00分,,2020年02月26日 至 2020年03月09日 ,黔南州公共资源交易中心福泉市分中心 ,2020年02月26日 至 2020年03月09日 ,黔南州公共资源交易中心福泉市分中心 ,2020年03月09日17时00分,2020年03月09日17时00分 ,黔南州公共资源交易中心福泉市分中心,张主任,0854-2589800        ,黔南州公共资源交易中心福泉市分中心,贵阳银行股份有限公司福泉支行,34310123710000021,2020-04-29 10:09:02,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/202004/t20200415_55981154.html,6f6aaa8d444c94e3e3a652743c7d8ba3,
2020年2月 纳雍县自然资源局国有土地使用权挂牌出让公告,2020年04月15日 08:58,贵州省自然资源厅,000014349/2020-1185351,土地出让转让公告,贵州省自然资源厅,2020年04月15日,无,是,2020年2月 纳雍县自然资源局国有土地使用权挂牌出让公告,纳雍县自然资源局国有土地使用权挂牌出让公告,|XQJS2019-07,|42922平方米,|位于纳雍县城东片区，西抵青云大道，北抵发展大道。,,|70年,|大于或等于1并且小于或等于3,|小于或等于35,|大于或等于35,,,|万元/公顷保证金：1600万元估价报告备案号现状土地条件：起始价：7670万元加价幅度：10万元挂牌开始时间：2020年03月13日08时00分挂牌截止时间：2020年03月26日12时00分二、 中华人民共和国境内外的法人、自然人和其他组织均可申请参加，申请人可以单独申请，也可以联合申请。三、 本次国有土地使用权挂牌出让按照价高者得原则确定竞得人。四、 本次挂牌出让的详细资料和具体要求，见挂牌出让文件。申请人可于 2020年02月22日 至 2020年03月24日 到 毕节市公共资源交易中心 获取 挂牌 出让文件。五、 申请人可于 2020年02月22日 至 2020年03月24日 到 毕节市公共资源交易中心 向我局提交书面申请。交纳竞买保证金的截止时间为2020年03月24日16时00分。经审核，申请人按规定交纳竞买,|1600万元,,|7670万元,|10万元,|2020年03月13日08时00分,|2020年03月26日12时00分,2020年02月22日 至 2020年03月24日 ,毕节市公共资源交易中心 ,2020年02月22日 至 2020年03月24日 ,毕节市公共资源交易中心 ,2020年03月24日16时00分,2020年03月24日17时30分 ,毕节市七星关区学院路（东客站旁）金帝豪庭一、二楼,周冬梅 柴珏,0857-8315972 8314217        ,毕节市公共资源交易中心,贵阳银行毕节分行,17710121050000418,2020-04-29 10:09:03,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/202004/t20200415_55981174.html,9e47cbefc38fa25419008c6b9796b1f9,
2020年3月 兴仁市自然资源局国有土地使用权挂牌出让公告,2020年04月15日 09:00,贵州省自然资源厅,000014349/2020-1185366,土地出让转让公告,贵州省自然资源厅,2020年04月15日,无,是,2020年3月 兴仁市自然资源局国有土地使用权挂牌出让公告,兴仁市自然资源局国有土地使用权挂牌出让公告,|仁2013-47号,|9990.5平方米,|兴仁县园区大道北侧,,|70年,|大于1,,,,,|万元/公顷,|500万元,,|1500万元,|20万元,|2020年03月28日14时00分,,2020年03月16日 至 2020年03月26日 ,,2020年03月16日 至 2020年03月26日 ,兴仁市自然资源局 ,2020年03月26日15时00分,2020年03月26日16时00分 ,,,,,,,2020-04-29 10:09:03,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/202004/t20200415_55981201.html,8fe676cbf55046e6a7e706d45bcb670c,
2020年3月 余庆县自然资源局国有土地使用权拍卖出让公告,2020年04月15日 09:01,贵州省自然资源厅,000014349/2020-1185369,土地出让转让公告,贵州省自然资源厅,2020年04月15日,无,是,2020年3月 余庆县自然资源局国有土地使用权拍卖出让公告,余庆县自然资源局国有土地使用权拍卖出让公告,|2019CR-65-2|2020CR-02,|120平方米|192平方米,|大乌江镇乌江社区|龙家镇光辉社区,,|40年|70年,|大于或等于1并且小于或等于2|大于或等于1并且小于或等于2,|小于或等于55|小于或等于30,|大于或等于20|大于或等于30,,,|万元/公顷|万元/公顷,|5万元|5万元,,,,,,2020年03月19日 至 2020年04月09日 ,,2020年03月19日 至 2020年04月09日 ,余庆县白泥镇新天地小区1栋1楼 ,2020年04月09日17时00分,2020年04月09日17时00分 ,余庆县白泥镇新天地小区1栋1楼,郑德平,13765974666        ,余庆县自然资源局国有土地收购储备中心,贵州银行股份有限公司余庆县支行,,2020-04-29 10:09:04,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/202004/t20200415_55981211.html,86896f0f152807a13d9b48c61072049b,
2020年4月 麻江县自然资源局国有土地使用权挂牌出让公告,2020年04月15日 09:02,贵州省自然资源厅,000014349/2020-1185371,土地出让转让公告,贵州省自然资源厅,2020年04月15日,无,是,2020年4月 麻江县自然资源局国有土地使用权挂牌出让公告,麻江县自然资源局国有土地使用权挂牌出让公告,|5226352019GB00071,|20799平方米,|金竹街道中坝村320国道北侧,,|40年,|小于或等于2,|小于或等于30,|大于或等于30,,,|万元/公顷,|759万元,,|1518万元,|30万元,|2020年04月10日09时00分,|2020年04月23日16时00分,2020年03月18日 至 2020年04月22日 到 2020年03月18日 至 2020年04月22日 ,,2020年03月18日 至 2020年04月22日 ,网上报名前，申请人需先办理诚信入库，审核通过后申请人在交易平台提交竞买申请，获取竞买保证金缴费随机码，并按要求足额缴纳竞买保证金。 ,2020年04月22日17时00分,2020年04月22日17时00分 ,黔东南苗族侗族自治州公共资源交易中心,朱乾双（麻江县自然资源局）孔利娟(州交易中心）,0855-8685615        ,黔东南苗族侗族自治州公共资源交易中心,贵阳银行股份有限公司黔东南分行,18910121050000581,2020-04-29 10:09:04,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/202004/t20200415_55981221.html,7bb9265b0907fffb6c8d987cf3ff4d3a,
2020年4月 都匀市自然资源局国有土地使用权挂牌出让公告,2020年04月15日 09:04,贵州省自然资源厅,000014349/2020-1185379,土地出让转让公告,贵州省自然资源厅,2020年04月15日,无,是,2020年4月 都匀市自然资源局国有土地使用权挂牌出让公告,都匀市自然资源局国有土地使用权挂牌出让公告,|GP2020-16,|11483.52平方米,|墨冲镇良亩村马井组水大角处,,|40年,|小于或等于0.5,|小于或等于23.31,|大于或等于34,,,|万元/公顷保证金：200万元估价报告备案号起始价：816万元加价幅度：20万元挂牌开始时间：2020年04月24日09时00分挂牌截止时间：2020年05月09日00时00分二、 中华人民共和国境内外的法人、自然人和其他组织均可申请参加，申请人可以单独申请，也可以联合申请。申请人应具备的其他条件：其它条件具体见挂牌出让文件三、 本次国有土地使用权挂牌出让按照价高者得原则确定竞得人。四、 本次挂牌出让的详细资料和具体要求，见挂牌出让文件。申请人可于 2020年04月09日 至 2020年05月07日 到 黔南州公共资源交易中心 获取 挂牌 出让文件。五、 申请人可于 2020年04月09日 至 2020年05月07日 到 黔南州公共资源交易中心 向我局提交书面申请。交纳竞买保证金的截止时间为2020年05月07日16时00分。经审核，申请人按规定交纳竞买,|200万元,,|816万元,|20万元,|2020年04月24日09时00分,|2020年05月09日00时00分,2020年04月09日 至 2020年05月07日 ,黔南州公共资源交易中心 ,2020年04月09日 至 2020年05月07日 ,黔南州公共资源交易中心 ,2020年05月07日16时00分,2020年05月07日16时00分 ,黔南州公共资源交易中心、都匀市自然资源局,张女士、吴先生,13985756316、0854-8682120        ,黔南布依族苗族自治州公共资源交易中心,工商银行都匀分行桥城支行,24050401292000436,2020-04-29 10:09:05,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/202004/t20200415_55981234.html,385f603c57b64a94637d529c924949d7,
国有土地使用权挂牌出让公告(黔钟经国土告字〔2006〕04号),2008年08月05日 14:59,贵州省自然资源厅,GZ000001/2008-12196,土地出让转让公告,贵州省自然资源厅,2008年08月05日,,,国有土地使用权挂牌出让公告(黔钟经国土告字〔2006〕04号),,,,,,,,,,,,,,,,,,,2006年8月20日到2006年9月8日，,,2006年8月30日至2006年9月8日，,钟山经济开发区国土资源分局,,2006年9月8日17时,,,,,,,2020-04-29 10:09:06,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664919.html,d240ddc91ccee34a523cec8e047524eb,
国有土地使用权挂牌出让公告(黔钟经国土告字〔2006〕03号),2008年08月05日 14:59,贵州省自然资源厅,GZ000001/2008-12195,土地出让转让公告,贵州省自然资源厅,2008年08月05日,,,国有土地使用权挂牌出让公告(黔钟经国土告字〔2006〕03号),,,,,,,,,,,,,,,,,,,2006年8月18日到2006年9月6日，,,2006年8月28日至2006年9月5日，,钟山经济开发区国土资源分局,,2006年9月6日17时,,,,,,,2020-04-29 10:09:06,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664918.html,8e455208ecac963d9a2d60fb7fee8040,
国有土地使用权挂牌出让公告(黔筑高新国土挂公字[2006]007号),2008年08月05日 14:59,贵州省自然资源厅,GZ000001/2008-12194,土地出让转让公告,贵州省自然资源厅,2008年08月05日,,,国有土地使用权挂牌出让公告(黔筑高新国土挂公字[2006]007号),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-29 10:09:07,http://zrzy.guizhou.gov.cn/zfxxgk/zfxxgkml/zdlyxxgkml/tdcrzrgg/201707/t20170704_24664917.html,8ab552e31efc97518661ef22e74c07a0,
